,tweet_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,jpg_url,breed,retweet_count,favorite_count,hour,time_of_day
299,825026590719483904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Pablo. He's one gorgeous puppo. A true /. Click the link to see why Pablo requests your assistance

 ",nan,nan,,"https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12,10,Pablo,2017-01-27 00:00:00,1900-01-01 17:04:02,puppo,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,Eskimo_dog,1483,7020,17,Afternoon
302,824325613288833024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet the h*ck out of this / pupper #BellLetsTalk ,nan,nan,,https://twitter.com/dog_rates/status/824325613288833024/photo/1,13,10,None,2017-01-25 00:00:00,1900-01-01 18:38:36,pupper,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,Pembroke,11848,12999,18,Evening
309,822872901745569793,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a super supportive puppo participating in the Toronto  #WomensMarch today. / ,nan,nan,,https://twitter.com/dog_rates/status/822872901745569793/photo/1,13,10,None,2017-01-21 00:00:00,1900-01-01 18:26:02,puppo,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,Lakeland_terrier,48265,132810,18,Evening
313,822462944365645825,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. / RIP ",nan,nan,,"https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14,10,Gabe,2017-01-20 00:00:00,1900-01-01 15:17:01,pupper,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,Pomeranian,17209,31800,15,Afternoon
316,821765923262631936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duchess. She uses dark doggo forces to levitate her toys. / magical af ,nan,nan,,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13,10,Duchess,2017-01-18 00:00:00,1900-01-01 17:07:18,doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,golden_retriever,1899,9317,17,Afternoon
318,821407182352777218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sundance. He's a doggo drummer. Even sings a bit on the side. / entertained af (vid by @sweetsundance) ,nan,nan,,https://twitter.com/dog_rates/status/821407182352777218/video/1,14,10,Sundance,2017-01-17 00:00:00,1900-01-01 17:21:47,doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,Irish_setter,5053,13075,17,Afternoon
320,821107785811234820,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. / would obey ,nan,nan,,https://twitter.com/dog_rates/status/821107785811234820/photo/1,11,10,None,2017-01-16 00:00:00,1900-01-01 21:32:06,doggo,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,Pomeranian,2487,10645,21,Evening
325,819952236453363712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Oliver. He has dreams of being a service puppo so he can help his owner. / selfless af

make it happen:
 ",nan,nan,,"https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13,10,Oliver,2017-01-13 00:00:00,1900-01-01 17:00:21,puppo,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,American_Staffordshire_terrier,1369,5927,17,Afternoon
326,819924195358416896,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a doggo who has messed up. He was hoping you wouldn't notice. / someone help him ,nan,nan,,https://twitter.com/dog_rates/status/819924195358416896/video/1,11,10,None,2017-01-13 00:00:00,1900-01-01 15:08:56,doggo,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,bathtub,5607,14305,15,Afternoon
339,817777686764523521,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" / (IG: didodoggo) ",nan,nan,,https://twitter.com/dog_rates/status/817777686764523521/video/1,13,10,Dido,2017-01-07 00:00:00,1900-01-01 16:59:28,doggo,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,curly-coated_retriever,3084,11901,16,Afternoon
351,815990720817401858,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Jack. He's one of the rare doggos that doesn't mind baths. / click the link to see how you can help Jack!

 ",nan,nan,,"https://www.gofundme.com/surgeryforjacktheminpin,https://twitter.com/dog_rates/status/815990720817401858/photo/1",11,10,Jack,2017-01-02 00:00:00,1900-01-01 18:38:42,doggo,https://pbs.twimg.com/media/C1L7OVVWQAIQ6Tt.jpg,Chihuahua,1207,5545,18,Evening
352,815966073409433600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper with squeaky hiccups. Please enjoy. / ,nan,nan,,https://twitter.com/dog_rates/status/815966073409433600/video/1,13,10,None,2017-01-02 00:00:00,1900-01-01 17:00:46,pupper,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,Tibetan_mastiff,9907,25057,17,Afternoon
356,814986499976527872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. Someone attacked him with a sharpie. Poor pupper. / nifty tongue slip tho ,nan,nan,,https://twitter.com/dog_rates/status/814986499976527872/photo/1,11,10,Cooper,2016-12-31 00:00:00,1900-01-01 00:08:17,pupper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,dalmatian,1505,8485,0,Night
360,813910438903693312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. / would assist ,nan,nan,,https://twitter.com/dog_rates/status/813910438903693312/photo/1,11,10,Chubbs,2016-12-28 00:00:00,1900-01-01 00:52:25,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,Siberian_husky,2194,10342,0,Night
364,813202720496779264,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. / ,nan,nan,,https://twitter.com/dog_rates/status/813202720496779264/photo/1,11,10,None,2016-12-26 00:00:00,1900-01-01 02:00:11,doggo,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,cocker_spaniel,2090,10192,2,Night
369,813127251579564032,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's an anonymous doggo that appears to be very done with Christmas. / cheer up pup ,nan,nan,,"https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1",11,10,None,2016-12-25 00:00:00,1900-01-01 21:00:18,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,Norwegian_elkhound,3652,13242,21,Evening
371,813096984823349248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rocky. He got triple-doggo-dared. Stuck af. / someone help him ,nan,nan,,https://twitter.com/dog_rates/status/813096984823349248/photo/1,11,10,Rocky,2016-12-25 00:00:00,1900-01-01 19:00:02,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,Great_Dane,4207,11694,19,Evening
383,811386762094317568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. / someone help him ,nan,nan,,https://twitter.com/dog_rates/status/811386762094317568/photo/1,11,10,Craig,2016-12-21 00:00:00,1900-01-01 01:44:13,pupper,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,Pembroke,7444,23302,1,Night
393,808733504066486276,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. / would rescue ,nan,nan,,https://twitter.com/dog_rates/status/808733504066486276/photo/1,12,10,None,2016-12-13 00:00:00,1900-01-01 18:01:07,pupper,https://pbs.twimg.com/media/Czky0v9VIAEXRkd.jpg,seat_belt,2509,8784,18,Evening
395,808106460588765185,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both / would pet at same time ,nan,nan,,https://twitter.com/dog_rates/status/808106460588765185/photo/1,12,10,None,2016-12-12 00:00:00,1900-01-01 00:29:28,pupper,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,2525,9701,0,Night
397,807621403335917568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ollie Vue. He was a  legged pupper on a mission to overcome everything. This is very hard to write. / we will miss you Ollie ,nan,nan,,"https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1",14,10,Ollie,2016-12-10 00:00:00,1900-01-01 16:22:02,pupper,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,golden_retriever,4288,16236,16,Afternoon
404,805826884734976000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duke. He is not a fan of the pupporazzi. / ,nan,nan,,https://twitter.com/dog_rates/status/805826884734976000/video/1,12,10,Duke,2016-12-05 00:00:00,1900-01-01 17:31:15,puppo,https://pbs.twimg.com/ext_tw_video_thumb/805826823359631360/pu/img/yr_fF0TZCR-B70p2.jpg,Siberian_husky,2132,7335,17,Afternoon
410,803773340896923648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. / would pet until dry ,nan,nan,,"https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1",12,10,Diogi,2016-11-30 00:00:00,1900-01-01 01:31:12,puppo,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,miniature_pinscher,3220,11203,1,Night
417,802265048156610565,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Like doggo, like pupper version . Both / ",nan,nan,,https://twitter.com/dog_rates/status/802265048156610565/photo/1,11,10,None,2016-11-25 00:00:00,1900-01-01 21:37:47,doggo,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,Labrador_retriever,1573,7039,21,Evening
418,802239329049477120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. / what a puppo ,nan,nan,,"https://twitter.com/dog_rates/status/802239329049477120/photo/1,https://twitter.com/dog_rates/status/802239329049477120/photo/1",12,10,Loki,2016-11-25 00:00:00,1900-01-01 19:55:35,puppo,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,Eskimo_dog,3040,10132,19,Evening
423,801115127852503040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bones. He's being haunted by another doggo of roughly the same size. / deep breaths pupper everything's fine ,nan,nan,,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",12,10,Bones,2016-11-22 00:00:00,1900-01-01 17:28:25,doggo,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,2429,8992,17,Afternoon
426,800459316964663297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very sleepy pupper. Appears to be portable as h*ck. / would snug intensely ,nan,nan,,https://twitter.com/dog_rates/status/800459316964663297/photo/1,12,10,None,2016-11-20 00:00:00,1900-01-01 22:02:27,pupper,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,teddy,2489,10538,22,Night
427,800388270626521089,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Doc. He takes time out of every day to worship our plant overlords. / quite the floofer ,nan,nan,,"https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1",12,10,Doc,2016-11-20 00:00:00,1900-01-01 17:20:08,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden_retriever,3265,12456,17,Afternoon
429,800018252395122689,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo doin a struggle. / much determined ,nan,nan,,https://twitter.com/dog_rates/status/800018252395122689/video/1,11,10,None,2016-11-19 00:00:00,1900-01-01 16:49:49,doggo,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,vacuum,15351,31768,16,Afternoon
430,799757965289017345,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. / would smile back ,nan,nan,,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",13,10,Sobe,2016-11-18 00:00:00,1900-01-01 23:35:32,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,Border_collie,2506,9390,23,Night
437,797971864723324932,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a helicopter pupper. He takes off at random. H*ckin hard to control. / rare af ,nan,nan,,"https://twitter.com/dog_rates/status/797971864723324932/photo/1,https://twitter.com/dog_rates/status/797971864723324932/photo/1",12,10,None,2016-11-14 00:00:00,1900-01-01 01:18:12,pupper,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,American_Staffordshire_terrier,3652,13018,1,Night
442,796484825502875648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a sleepy doggo that requested some assistance. / would carry everywhere ,nan,nan,,https://twitter.com/dog_rates/status/796484825502875648/photo/1,12,10,None,2016-11-09 00:00:00,1900-01-01 22:49:15,doggo,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,cocker_spaniel,2042,8472,22,Night
448,795464331001561088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Elder doggo does a splash. Both / incredible stuff ,nan,nan,,https://twitter.com/dog_rates/status/795464331001561088/video/1,13,10,None,2016-11-07 00:00:00,1900-01-01 03:14:10,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,golden_retriever,27728,55683,3,Night
453,794205286408003585,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. / hero af ,nan,nan,,"https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1",14,10,Laika,2016-11-03 00:00:00,1900-01-01 15:51:10,pupper,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,pedestal,3895,10314,15,Afternoon
464,793195938047070209,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. / poor puppo ,nan,nan,,"https://twitter.com/dog_rates/status/793195938047070209/photo/1,https://twitter.com/dog_rates/status/793195938047070209/photo/1",12,10,Lily,2016-10-31 00:00:00,1900-01-01 21:00:23,puppo,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,Labrador_retriever,6547,17063,21,Evening
479,790946055508652032,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Betty. She's assisting with the dishes. Such a good puppo. / h*ckin helpful af ,nan,nan,,https://twitter.com/dog_rates/status/790946055508652032/photo/1,12,10,Betty,2016-10-25 00:00:00,1900-01-01 16:00:09,puppo,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,dishwasher,5496,18601,16,Afternoon
497,787717603741622272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from  miles away. / would follow anywhere ,nan,nan,,"https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1,https://twitter.com/dog_rates/status/787717603741622272/photo/1",13,10,Tonks,2016-10-16 00:00:00,1900-01-01 18:11:26,puppo,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,German_shepherd,3240,11416,18,Evening
504,786363235746385920,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rizzo. He has many talents. A true renaissance doggo. / entertaining af ,nan,nan,,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1",13,10,Rizzo,2016-10-13 00:00:00,1900-01-01 00:29:39,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden_retriever,4072,12189,0,Night
508,785639753186217984,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still / would pet cautiously ,nan,nan,,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",10,10,Pinot,2016-10-11 00:00:00,1900-01-01 00:34:48,doggo,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,2561,8735,0,Night
523,782747134529531904,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Deacon. He's the happiest almost dry doggo I've ever seen. / would smile back ,nan,nan,,https://twitter.com/dog_rates/status/782747134529531904/photo/1,11,10,Deacon,2016-10-03 00:00:00,1900-01-01 01:00:34,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden_retriever,1604,8310,1,Night
526,782305867769217024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. / have fun with taxes ,nan,nan,,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",12,10,Sampson,2016-10-01 00:00:00,1900-01-01 19:47:08,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,briard,6470,18630,19,Evening
532,780931614150983680,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I want to finally rate this iconic puppo who thinks the parade is all for him. / would absolutely attend ,nan,nan,,https://twitter.com/dog_rates/status/780931614150983680/photo/1,13,10,None,2016-09-28 00:00:00,1900-01-01 00:46:20,puppo,https://pbs.twimg.com/media/CtZtJxAXEAAyPGd.jpg,padlock,8536,24192,0,Night
540,779377524342161408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Have you ever seen such a smol pupper? Portable af. / would keep in shirt pocket ,nan,nan,,https://twitter.com/dog_rates/status/779377524342161408/video/1,12,10,None,2016-09-23 00:00:00,1900-01-01 17:50:56,pupper,https://pbs.twimg.com/ext_tw_video_thumb/779377444025499652/pu/img/eIiLDy9F6rPNarEc.jpg,sundial,3613,9831,17,Afternoon
550,778039087836069888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Evolution of a pupper yawn featuring Max. / groundbreaking stuff ,nan,nan,,"https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1,https://twitter.com/dog_rates/status/778039087836069888/photo/1",12,10,None,2016-09-20 00:00:00,1900-01-01 01:12:28,pupper,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg,German_shepherd,3065,9417,1,Night
557,776477788987613185,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. / stay strong pupper ,nan,nan,,"https://twitter.com/dog_rates/status/776477788987613185/photo/1,https://twitter.com/dog_rates/status/776477788987613185/photo/1",11,10,Huck,2016-09-15 00:00:00,1900-01-01 17:48:25,pupper,https://pbs.twimg.com/media/CsaaaaxWgAEfzM7.jpg,Labrador_retriever,3249,9858,17,Afternoon
558,776218204058357768,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Atlas rolled around in some chalk and now he's a magical rainbow floofer. / please never take a bath ,nan,nan,,"https://twitter.com/dog_rates/status/776218204058357768/photo/1,https://twitter.com/dog_rates/status/776218204058357768/photo/1,https://twitter.com/dog_rates/status/776218204058357768/photo/1",13,10,None,2016-09-15 00:00:00,1900-01-01 00:36:55,floofer,https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg,Samoyed,18497,33345,0,Night
560,776113305656188928,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sampson. He's about to get hit with a vicious draw . Has no idea. / poor pupper ,nan,nan,,https://twitter.com/dog_rates/status/776113305656188928/photo/1,11,10,Sampson,2016-09-14 00:00:00,1900-01-01 17:40:06,pupper,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,mousetrap,5068,13102,17,Afternoon
563,775733305207554048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. / would still pet well ,nan,nan,,https://twitter.com/dog_rates/status/775733305207554048/photo/1,11,10,Anakin,2016-09-13 00:00:00,1900-01-01 16:30:07,doggo,https://pbs.twimg.com/media/CsP1UvaW8AExVSA.jpg,long-horned_beetle,4627,15413,16,Afternoon
565,775364825476165632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Finley. He's an independent doggo still adjusting to life on his own. / ,nan,nan,,"https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1",11,10,Finley,2016-09-12 00:00:00,1900-01-01 16:05:54,doggo,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,beagle,3472,8295,16,Afternoon
570,773985732834758656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Winnie. She just made awkward eye contact with the driver beside her. Poor pupper panicked. / would comfort ,nan,nan,,"https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1,https://twitter.com/dog_rates/status/773985732834758656/photo/1",11,10,Winnie,2016-09-08 00:00:00,1900-01-01 20:45:53,pupper,https://pbs.twimg.com/media/Cr2_6R8WAAAUMtc.jpg,giant_panda,4492,11925,20,Evening
574,773547596996571136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chelsea. She forgot how to dog. / get it together pupper ,nan,nan,,https://twitter.com/dog_rates/status/773547596996571136/photo/1,11,10,Chelsea,2016-09-07 00:00:00,1900-01-01 15:44:53,pupper,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,Norwegian_elkhound,7126,24553,15,Afternoon
578,772877495989305348,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",You need to watch these two doggos argue through a cat door. Both / ,nan,nan,,https://twitter.com/dog_rates/status/772877495989305348/video/1,11,10,None,2016-09-05 00:00:00,1900-01-01 19:22:09,doggo,https://pbs.twimg.com/ext_tw_video_thumb/772874595468795904/pu/img/t8gbjy2rA19xtQYR.jpg,tabby,4501,9555,19,Evening
581,772193107915964416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Willem. He's a Penn State pupper. Thinks the hood makes him more intimidating. It doesn't. / ,nan,nan,,https://twitter.com/dog_rates/status/772193107915964416/photo/1,12,10,Willem,2016-09-03 00:00:00,1900-01-01 22:02:38,pupper,https://pbs.twimg.com/media/Crdhh_1XEAAHKHi.jpg,Pembroke,1612,6665,22,Night
606,768193404517830656,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. / ,nan,nan,,https://twitter.com/dog_rates/status/768193404517830656/photo/1,8,10,Gerald,2016-08-23 00:00:00,1900-01-01 21:09:14,doggo,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,lion,4080,12157,21,Evening
610,767191397493538821,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I don't know any of the backstory behind this picture but for some reason I'm crying. / for owner and doggo ,nan,nan,,https://twitter.com/dog_rates/status/767191397493538821/photo/1,13,10,None,2016-08-21 00:00:00,1900-01-01 02:47:37,doggo,https://pbs.twimg.com/media/CqWcgcqWcAI43jm.jpg,patio,4406,13643,2,Night
621,765371061932261376,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louie. He's had a long day. Did a lot of pupper things. Also appears to be rather heckin pettable. / ,nan,nan,,"https://twitter.com/dog_rates/status/765371061932261376/photo/1,https://twitter.com/dog_rates/status/765371061932261376/photo/1",11,10,Louie,2016-08-16 00:00:00,1900-01-01 02:14:15,pupper,https://pbs.twimg.com/media/Cp8k6oRWcAUL78U.jpg,golden_retriever,2475,7842,2,Night
641,760893934457552897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. / ,nan,nan,,https://twitter.com/dog_rates/status/760893934457552897/photo/1,11,10,Wishes,2016-08-03 00:00:00,1900-01-01 17:43:45,doggo,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,Blenheim_spaniel,1104,4228,17,Afternoon
